question,type,database
Which 3 actors have died and acted in more than two movies?,Complex Aggregation Queries,recommendations
List the top 5 movies with the most distinct directors involved.,Complex Aggregation Queries,recommendations
Which 3 movies released in the last 5 years of the database have the highest imdbVotes?,Complex Aggregation Queries,recommendations
What are the top 5 movies that were directed by persons who were not primarily directors?,Complex Aggregation Queries,recommendations
Which 3 users have rated movies with an average rating below 3.0?,Complex Aggregation Queries,recommendations
List the top 5 movies that have the word 'love' in their plot description.,Complex Aggregation Queries,recommendations
Which 3 directors have directed the most movies with a budget over 200 million USD?,Complex Aggregation Queries,recommendations
What are the top 5 movies with the most languages and at least one genre being 'Action'?,Complex Aggregation Queries,recommendations
Which 3 actors have the highest total imdbVotes for all movies they acted in?,Complex Aggregation Queries,recommendations
List the top 5 shortest movies with an imdbRating above 6.0.,Complex Aggregation Queries,recommendations
Which 3 users have rated the most movies with an imdbRating below 5.0?,Complex Aggregation Queries,recommendations
Which top 5 movies have a runtime longer than 150 minutes?,Verbose query,recommendations
List the top 3 directors born in the USA.,Verbose query,recommendations
What are the first 3 movies released after 2010 with a budget over 100 million USD?,Verbose query,recommendations
Name the top 5 highest-grossing movies.,Verbose query,recommendations
Which 3 users have rated the most movies?,Verbose query,recommendations
List the top 5 actors who have acted in more than 10 movies.,Verbose query,recommendations
What are the top 3 genres by the number of movies?,Verbose query,recommendations
"Which top 5 movies have been rated by more than 500,000 users?",Verbose query,recommendations
List the first 3 movies directed by a director born in France.,Verbose query,recommendations
What are the top 5 movies with an IMDb rating above 8?,Verbose query,recommendations
Which 3 actors have played in both comedy and drama genres?,Verbose query,recommendations
List the first 3 movies that have both English and French languages.,Verbose query,recommendations
Which top 5 directors have the highest number of directed movies?,Verbose query,recommendations
What are the first 3 movies with a revenue to budget ratio greater than 5?,Verbose query,recommendations
List the top 5 movies that were released in the '90s.,Verbose query,recommendations
Which 3 actors were born after 1980 and have acted in more than 5 movies?,Verbose query,recommendations
List the first 3 users who have an average rating less than 3.,Verbose query,recommendations
What are the top 5 genres in which movies have the highest average IMDb rating?,Verbose query,recommendations
Which top 5 movies have the most diverse range of spoken languages?,Verbose query,recommendations
List the first 3 directors who have also acted in a movie.,Verbose query,recommendations
What are the top 5 movies with IMDb votes greater than 100000?,Verbose query,recommendations
Which 3 users have the highest average movie rating with at least 20 rated movies?,Verbose query,recommendations
List the first 3 movies that have been rated exactly by 3 different users.,Verbose query,recommendations
What are the top 5 longest movies that have been released after 2000?,Verbose query,recommendations
Which 3 directors have directed movies in more than three genres?,Verbose query,recommendations
List the first 3 actors who have acted in movies with a revenue of over 500 million USD.,Verbose query,recommendations
What are the top 5 movies that have been directed by directors born in Nebraska?,Verbose query,recommendations
Which 3 movies have the highest number of actors involved?,Verbose query,recommendations
List the first 3 genres that have more than 50 movies associated with them.,Verbose query,recommendations
What are the top 5 movies with the lowest IMDb rating but highest revenue?,Verbose query,recommendations
Which 3 actors have acted in both a highest and lowest grossing movie?,Verbose query,recommendations
List the first 3 movies where the main language is not English but have an IMDb rating over 7.,Verbose query,recommendations
What are the top 5 movies released in the last 5 years?,Verbose query,recommendations
Which 3 directors have the most movies with a runtime over 180 minutes?,Verbose query,recommendations
List the first 3 movies with the most diverse country production origins.,Verbose query,recommendations
What are the top 5 movies with a budget less than 10 million USD but revenue over 100 million USD?,Verbose query,recommendations
Which 3 actors were born in France and have acted in more than 20 movies?,Verbose query,recommendations
List the first 3 movies with plots containing the word 'adventure'.,Verbose query,recommendations
What are the top 5 oldest movies in the database?,Verbose query,recommendations
Which 3 movies have the highest budget to revenue ratio?,Verbose query,recommendations
List the first 3 directors who have directed both a comedy and a drama.,Verbose query,recommendations
What are the top 5 movies with the most number of genres associated?,Verbose query,recommendations
Which 3 users have rated both the oldest and the newest movies in the database?,Verbose query,recommendations
List the first 3 actors who have acted in a movie without a poster link.,Verbose query,recommendations
What are the top 5 movies with the most detailed biographies of their directors?,Verbose query,recommendations
Which 3 movies have been rated exactly 5 times?,Verbose query,recommendations
List the first 3 movies that have been directed by actors.,Verbose query,recommendations
What are the top 5 directors who have directed the most movies with a runtime under 90 minutes?,Verbose query,recommendations
Which 3 actors have a bio longer than 1000 characters and have acted in more than 5 movies?,Verbose query,recommendations
List the first 3 genres with movies having an average IMDb rating under 5.,Verbose query,recommendations
What are the first 5 questions tagged with 'aws-lambda'?,Simple Retrieval Queries,buzzoverflow
List the top 3 users by reputation who have asked a question about 'graphql'.,Simple Retrieval Queries,buzzoverflow
Which questions have more than 5 favorites?,Simple Retrieval Queries,buzzoverflow
Find all questions asked before June 2020.,Simple Retrieval Queries,buzzoverflow
What are the top 5 most upvoted questions?,Simple Retrieval Queries,buzzoverflow
List all questions with a negative score.,Simple Retrieval Queries,buzzoverflow
Which users have asked more than 3 questions?,Simple Retrieval Queries,buzzoverflow
What are the titles of questions that have been answered?,Simple Retrieval Queries,buzzoverflow
List the top 5 questions with the most downVotes.,Simple Retrieval Queries,buzzoverflow
Which questions were created on '2020-06-05'?,Simple Retrieval Queries,buzzoverflow
What are the names of tags associated with questions asked by the user with id 10251021?,Simple Retrieval Queries,buzzoverflow
Show the top 3 users who have asked the most questions about 'apollo'.,Simple Retrieval Queries,buzzoverflow
Which questions have been both upvoted and downvoted?,Simple Retrieval Queries,buzzoverflow
List the questions that have no upVotes and no downVotes.,Simple Retrieval Queries,buzzoverflow
What are the links to the user profiles of the top 3 most active users in asking questions?,Simple Retrieval Queries,buzzoverflow
How many questions have been tagged with 'react-apollo'?,Simple Retrieval Queries,buzzoverflow
Identify the first 3 questions that have been flagged as answered and have at least 1 favorite.,Simple Retrieval Queries,buzzoverflow
What are the titles of questions created in February 2020?,Simple Retrieval Queries,buzzoverflow
Which users have never received a downvote on their questions?,Simple Retrieval Queries,buzzoverflow
List the 3 most recent questions by creation date.,Simple Retrieval Queries,buzzoverflow
What are the top 5 tags used in questions with a score less than zero?,Simple Retrieval Queries,buzzoverflow
Find all users who asked a question with the word 'error' in the text.,Simple Retrieval Queries,buzzoverflow
Which questions have a title containing 'not loading'?,Simple Retrieval Queries,buzzoverflow
List the top 3 oldest questions in the database.,Simple Retrieval Queries,buzzoverflow
What is the highest reputation of a user who has asked a question tagged with 'node.js'?,Simple Retrieval Queries,buzzoverflow
Find questions asked by users with a reputation over 100000.,Simple Retrieval Queries,buzzoverflow
Which questions have a link containing 'stackoverflow.com/questions'?,Simple Retrieval Queries,buzzoverflow
Show the first 5 questions that were asked and have a score of zero.,Simple Retrieval Queries,buzzoverflow
What are the first 3 questions tagged with 'apollo' that have been answered?,Simple Retrieval Queries,buzzoverflow
List the questions that have a createdAt date on or after '2020-06-05' and a score greater than zero.,Simple Retrieval Queries,buzzoverflow
Which users have asked a question with a title containing 'GraphQL'?,Simple Retrieval Queries,buzzoverflow
Show the questions that have been tagged with 'apollo-server-lambda'.,Simple Retrieval Queries,buzzoverflow
What are the titles of the first 3 questions with the highest number of favorites?,Simple Retrieval Queries,buzzoverflow
List the questions tagged with 'graphql' that have been answered.,Simple Retrieval Queries,buzzoverflow
What are the user ids of those who have asked a question tagged with 'aws-lambda'?,Simple Retrieval Queries,buzzoverflow
Find the top 5 questions with the least favorites.,Simple Retrieval Queries,buzzoverflow
Which questions have a text length greater than 500 characters?,Simple Retrieval Queries,buzzoverflow
List the questions asked by the user with the highest reputation.,Simple Retrieval Queries,buzzoverflow
What are the titles of the first 3 questions asked in the year 2020?,Simple Retrieval Queries,buzzoverflow
Which tags are associated with questions that have more than 2 downVotes?,Simple Retrieval Queries,buzzoverflow
Show the user profile links for users who have asked questions tagged with 'apollo'.,Simple Retrieval Queries,buzzoverflow
Find the first 3 questions with exactly 1 upVote.,Simple Retrieval Queries,buzzoverflow
What are the titles of questions where the user has a reputation less than 5000?,Simple Retrieval Queries,buzzoverflow
List the tags associated with questions that have a score of less than -1.,Simple Retrieval Queries,buzzoverflow
Which users have asked questions with a createdAt date in June 2020?,Simple Retrieval Queries,buzzoverflow
Show the first 3 questions with a downVotes count of 1.,Simple Retrieval Queries,buzzoverflow
What are the titles of questions that have been asked by users with an image link?,Simple Retrieval Queries,buzzoverflow
List the first 3 questions from users who have a link in their profile.,Simple Retrieval Queries,buzzoverflow
Which questions were asked by users who have a reputation of exactly 420137?,Simple Retrieval Queries,buzzoverflow
Identify the first 5 questions tagged with 'react-apollo' and have upVotes.,Simple Retrieval Queries,buzzoverflow
List the questions that have been downvoted and contain the word 'internal' in the text.,Simple Retrieval Queries,buzzoverflow
What are the titles of the first 3 questions with an id over 60000000?,Simple Retrieval Queries,buzzoverflow
Find all users who have asked questions tagged with 'aws-lambda' and have a reputation over 10000.,Simple Retrieval Queries,buzzoverflow
Which questions have been both answered and have a favorites count greater than 3?,Simple Retrieval Queries,buzzoverflow
List the first 3 questions asked by users with a reputation less than 1000.,Simple Retrieval Queries,buzzoverflow
What are the tags associated with questions asked by users with no image in their profile?,Simple Retrieval Queries,buzzoverflow
Show the questions that have a text containing 'schema'.,Simple Retrieval Queries,buzzoverflow
What are the titles of questions where the user's display name is 'Alexandre'?,Simple Retrieval Queries,buzzoverflow
List the questions with a downVotes count greater than their upVotes count.,Simple Retrieval Queries,buzzoverflow
Which questions have a createdAt date in 2020 and a favorites count of zero?,Simple Retrieval Queries,buzzoverflow
Show the first 5 questions asked by users who have an id less than 1000000.,Simple Retrieval Queries,buzzoverflow
What are the titles of the first 3 questions with a score equal to zero?,Simple Retrieval Queries,buzzoverflow
List the tags associated with questions that have a createdAt date on '2020-06-05'.,Simple Retrieval Queries,buzzoverflow
Which users have asked questions with a title containing 'apollo-server'?,Simple Retrieval Queries,buzzoverflow
Show the questions that have been tagged with 'mongodb'.,Simple Retrieval Queries,buzzoverflow
What are the titles of the first 3 questions asked by users with a reputation over 300000?,Simple Retrieval Queries,buzzoverflow
List the questions asked by users with a display name containing 'Le'.,Simple Retrieval Queries,buzzoverflow
Which questions have a link that includes 'mongodb.net'?,Simple Retrieval Queries,buzzoverflow
Show the first 3 questions with the most upVotes and answered status.,Simple Retrieval Queries,buzzoverflow
What are the tags associated with questions that have a score of zero?,Simple Retrieval Queries,buzzoverflow
Find all users who asked a question with a title including 'loading'.,Simple Retrieval Queries,buzzoverflow
Which questions have an createdAt date exactly on '2020-06-05T21:49:16Z'?,Simple Retrieval Queries,buzzoverflow
List the first 3 questions that have a text containing 'expected behavior'.,Simple Retrieval Queries,buzzoverflow
What are the titles of questions created in the month of August 2019?,Simple Retrieval Queries,buzzoverflow
Show the user profile links for users who have asked questions with a title including 'error'.,Simple Retrieval Queries,buzzoverflow
Find the top 5 questions with a createdAt date in 2020.,Simple Retrieval Queries,buzzoverflow
Which questions have been tagged with 'apollo' and have a score greater than 1?,Simple Retrieval Queries,buzzoverflow
List the questions that have a createdAt date in 2019 and have been answered.,Simple Retrieval Queries,buzzoverflow
What are the user ids of those who have asked a question with a score less than -1?,Simple Retrieval Queries,buzzoverflow
Show the questions that have been tagged with 'nuxt.js'.,Simple Retrieval Queries,buzzoverflow
What are the titles of the first 3 questions with a createdAt date in June 2020?,Simple Retrieval Queries,buzzoverflow
List the tags associated with questions that have a createdAt date in 2020.,Simple Retrieval Queries,buzzoverflow
Which users have asked questions with a title containing 'playground'?,Simple Retrieval Queries,buzzoverflow
Show the questions that have been tagged with 'mongoose'.,Simple Retrieval Queries,buzzoverflow
What are the titles of the first 3 questions with a score of -1?,Simple Retrieval Queries,buzzoverflow
List the questions asked by users with a reputation of exactly 420137.,Simple Retrieval Queries,buzzoverflow
Which questions have a text containing 'deployment'?,Simple Retrieval Queries,buzzoverflow
Show the first 3 questions with a downVotes count of zero.,Simple Retrieval Queries,buzzoverflow
What are the titles of questions where the user has an image link ending with '.com'?,Simple Retrieval Queries,buzzoverflow
List the first 3 questions from users who have a reputation over 100000.,Simple Retrieval Queries,buzzoverflow
Which questions were asked by users who have a reputation of exactly 1?,Simple Retrieval Queries,buzzoverflow
Identify the first 5 questions tagged with 'apollo' and have downVotes.,Simple Retrieval Queries,buzzoverflow
List the questions that have been both tagged with 'graphql' and have a score greater than zero.,Simple Retrieval Queries,buzzoverflow
What are the user ids of those who have asked a question with a favorites count of zero?,Simple Retrieval Queries,buzzoverflow
Show the questions that have been tagged with 'aws'.,Simple Retrieval Queries,buzzoverflow
What are the top 5 most recent questions asked on the platform?,Complex Retrieval Queries,buzzoverflow
Which users have asked more than 3 questions? List the first 5.,Complex Retrieval Queries,buzzoverflow
What are the top 3 questions with the highest number of upVotes?,Complex Retrieval Queries,buzzoverflow
Find the top 5 questions that have been marked as answered.,Complex Retrieval Queries,buzzoverflow
Who are the top 3 users with the highest reputation that have asked a question?,Complex Retrieval Queries,buzzoverflow
List the first 5 questions that have at least 1 downVote.,Complex Retrieval Queries,buzzoverflow
What are the top 3 tags associated with the most favorited questions?,Complex Retrieval Queries,buzzoverflow
Which user asked the question with the highest score?,Complex Retrieval Queries,buzzoverflow
List the top 5 questions tagged with 'graphql'.,Complex Retrieval Queries,buzzoverflow
Who are the top 3 users based on reputation who have asked a question about 'aws-lambda'?,Complex Retrieval Queries,buzzoverflow
What are the first 5 most recent questions asked by users with a reputation greater than 2000?,Complex Retrieval Queries,buzzoverflow
List the top 3 questions that have not been answered yet.,Complex Retrieval Queries,buzzoverflow
Which tags are associated with questions that have more than 2 upVotes? List the first 5 tags.,Complex Retrieval Queries,buzzoverflow
Who asked the first question ever recorded in the system?,Complex Retrieval Queries,buzzoverflow
List the top 5 questions that have a negative score.,Complex Retrieval Queries,buzzoverflow
Which users have asked questions that were tagged with 'node.js'? List the first 3.,Complex Retrieval Queries,buzzoverflow
What are the top 3 questions with the most favorites?,Complex Retrieval Queries,buzzoverflow
Which user has the most questions linked to their profile?,Complex Retrieval Queries,buzzoverflow
List the first 5 tags that appear in more than one question.,Complex Retrieval Queries,buzzoverflow
Find the top 3 users who asked questions that were not favorited.,Complex Retrieval Queries,buzzoverflow
What are the first 5 questions that have received more downVotes than upVotes?,Complex Retrieval Queries,buzzoverflow
Who is the user with the lowest reputation to ask a question?,Complex Retrieval Queries,buzzoverflow
List the first 5 questions that were created in the year 2020.,Complex Retrieval Queries,buzzoverflow
Which tags are associated with the longest question texts? List the top 3.,Complex Retrieval Queries,buzzoverflow
What are the top 3 questions with the shortest titles?,Complex Retrieval Queries,buzzoverflow
Who are the first 3 users to ask a question in the year 2019?,Complex Retrieval Queries,buzzoverflow
List the top 5 questions that have more than 5 downVotes.,Complex Retrieval Queries,buzzoverflow
Which user has the highest number of answered questions linked to their profile?,Complex Retrieval Queries,buzzoverflow
List the top 3 tags that are associated with questions created before 2018.,Complex Retrieval Queries,buzzoverflow
What are the first 5 questions asked by users with an image URL containing 'googleusercontent'?,Complex Retrieval Queries,buzzoverflow
Which users have asked questions that have exactly 0 favorites? List the first 3.,Complex Retrieval Queries,buzzoverflow
Find the top 3 questions that were asked on a weekend.,Complex Retrieval Queries,buzzoverflow
What are the top 5 oldest questions in the database?,Complex Retrieval Queries,buzzoverflow
Which user with a reputation over 1000 has asked the most questions?,Complex Retrieval Queries,buzzoverflow
List the first 5 questions that have exactly 2 upVotes.,Complex Retrieval Queries,buzzoverflow
What are the top 3 questions tagged with 'react-apollo'?,Complex Retrieval Queries,buzzoverflow
Who asked the question with the most recent creation date?,Complex Retrieval Queries,buzzoverflow
List the first 5 users who have asked a question and have a reputation less than 500.,Complex Retrieval Queries,buzzoverflow
Which tags have been used by users with a reputation above 3000? List the first 5 tags.,Complex Retrieval Queries,buzzoverflow
What are the top 3 questions with the most detailed text (longest text length)?,Complex Retrieval Queries,buzzoverflow
Who are the first 3 users to ask a question after 2020?,Complex Retrieval Queries,buzzoverflow
List the first 5 questions with a title containing the word 'error'.,Complex Retrieval Queries,buzzoverflow
Which user(s) have asked questions that have a link containing 'stackoverflow'? List the first 3.,Complex Retrieval Queries,buzzoverflow
What are the top 5 tags associated with the most recent questions?,Complex Retrieval Queries,buzzoverflow
Which user asked the question with the lowest score?,Complex Retrieval Queries,buzzoverflow
List the top 3 questions by users who have no profile image link provided.,Complex Retrieval Queries,buzzoverflow
Who are the top 3 users based on the number of questions they have asked that were tagged with 'graphql'?,Complex Retrieval Queries,buzzoverflow
What are the first 5 questions that received no upVotes or downVotes?,Complex Retrieval Queries,buzzoverflow
Which tags are associated with questions that have a creation date in June 2020? List the top 3.,Complex Retrieval Queries,buzzoverflow
Who asked the highest scoring question in the year 2019?,Complex Retrieval Queries,buzzoverflow
Which questions have a score greater than 0?,Simple Aggregation Queries,buzzoverflow
List all questions tagged with 'graphql-subscriptions'.,Simple Aggregation Queries,buzzoverflow
Who asked the question titled 'GraphQL subscription delay on first time'?,Simple Aggregation Queries,buzzoverflow
What are the top 5 most upvoted questions?,Simple Aggregation Queries,buzzoverflow
Find all questions asked by the user with id 10251021.,Simple Aggregation Queries,buzzoverflow
Which users have asked more than 3 questions?,Simple Aggregation Queries,buzzoverflow
What are the three most recent questions created?,Simple Aggregation Queries,buzzoverflow
Which question has the highest number of downVotes?,Simple Aggregation Queries,buzzoverflow
How many questions have been answered?,Simple Aggregation Queries,buzzoverflow
List all tags used in unanswered questions.,Simple Aggregation Queries,buzzoverflow
Who are the top 3 users by reputation who have asked questions?,Simple Aggregation Queries,buzzoverflow
What are the links to the 5 questions with the most favorites?,Simple Aggregation Queries,buzzoverflow
Which questions were asked before June 2020?,Simple Aggregation Queries,buzzoverflow
List all questions that have been answered and have a score of 0 or less.,Simple Aggregation Queries,buzzoverflow
Which users have asked questions tagged with 'react-apollo'?,Simple Aggregation Queries,buzzoverflow
How many different users have asked questions that are tagged with 'aws-lambda'?,Simple Aggregation Queries,buzzoverflow
What are the top 3 most favored questions?,Simple Aggregation Queries,buzzoverflow
List the questions that have both more than 5 upVotes and more than 5 downVotes.,Simple Aggregation Queries,buzzoverflow
Find all the users who have asked a question with a score less than -1.,Simple Aggregation Queries,buzzoverflow
Which questions have titles containing the word 'error'?,Simple Aggregation Queries,buzzoverflow
How many questions were created on '2020-06-05'?,Simple Aggregation Queries,buzzoverflow
List the questions asked by users with a reputation greater than 100000.,Simple Aggregation Queries,buzzoverflow
Which tags are associated with questions that have more than 2 downVotes?,Simple Aggregation Queries,buzzoverflow
Who asked the first question in the database?,Simple Aggregation Queries,buzzoverflow
What are the titles of questions that have no upVotes and no downVotes?,Simple Aggregation Queries,buzzoverflow
List the top 5 questions by score that were asked in 2020.,Simple Aggregation Queries,buzzoverflow
Which users have asked questions that were tagged with 'graphql-js'?,Simple Aggregation Queries,buzzoverflow
Find all questions that have been tagged more than once.,Simple Aggregation Queries,buzzoverflow
What are the top 3 questions with the least favorites?,Simple Aggregation Queries,buzzoverflow
Which questions have a link including 'apollo-server'?,Simple Aggregation Queries,buzzoverflow
How many questions have a negative score?,Simple Aggregation Queries,buzzoverflow
List all questions tagged with 'node.js' and asked by users with a reputation below 5000.,Simple Aggregation Queries,buzzoverflow
What are the three most recent questions asked by users with no profile image?,Simple Aggregation Queries,buzzoverflow
List the questions that have been both answered and have a 'createdAt' date in 2018.,Simple Aggregation Queries,buzzoverflow
Which question has the lowest score and was asked by a user with an image link?,Simple Aggregation Queries,buzzoverflow
How many users have asked a question with exactly 0 favorites?,Simple Aggregation Queries,buzzoverflow
What are the three oldest questions in terms of creation date?,Simple Aggregation Queries,buzzoverflow
Which questions have been answered and have more than 5 favorites?,Simple Aggregation Queries,buzzoverflow
List the questions with exactly 1 downVote.,Simple Aggregation Queries,buzzoverflow
Find the users who asked the questions with the most tags.,Simple Aggregation Queries,buzzoverflow
Show the questions that have been tagged with 'aws-lambda' and have a score of 0.,Simple Aggregation Queries,buzzoverflow
Which user with the highest reputation asked a question on '2020-06-05'?,Simple Aggregation Queries,buzzoverflow
List the 5 most recent questions asked by users with a reputation greater than 50000.,Simple Aggregation Queries,buzzoverflow
Which questions have a text length greater than 500 characters?,Simple Aggregation Queries,buzzoverflow
What are the titles of the questions tagged with 'graphql-js' and have more than 1 upVote?,Simple Aggregation Queries,buzzoverflow
How many questions have been asked by users with a display_name starting with 'A'?,Simple Aggregation Queries,buzzoverflow
List all users who have asked a question that includes the word 'subscription' in the title.,Simple Aggregation Queries,buzzoverflow
Which questions were created in 2019 and have a score less than 0?,Simple Aggregation Queries,buzzoverflow
Find all questions where the 'link' property includes 'stackoverflow' and the score is more than 2.,Simple Aggregation Queries,buzzoverflow
Which questions have a creation date on a Monday?,Simple Aggregation Queries,buzzoverflow
List the questions that have been tagged with 'graphql' and have a 'createdAt' date in 2018.,Simple Aggregation Queries,buzzoverflow
"What is the average score of questions asked by users with more than 10,000 reputation?",Simple Aggregation Queries,buzzoverflow
List the questions that have a score of 1 and were asked by users with a display_name containing 'Le'.,Simple Aggregation Queries,buzzoverflow
Which questions have more than 3 favorites and were asked by a user with an id less than 100000?,Simple Aggregation Queries,buzzoverflow
How many questions tagged with 'react-apollo' were asked in 2019?,Simple Aggregation Queries,buzzoverflow
Who are the users that asked questions with more than 5 favorites?,Pathfinding Queries,buzzoverflow
What are the top 5 most recent questions asked on the platform?,Pathfinding Queries,buzzoverflow
Which users have asked questions that were tagged with 'graphql'?,Pathfinding Queries,buzzoverflow
List all questions that received more than 10 upVotes.,Pathfinding Queries,buzzoverflow
What are the top 3 most downvoted questions in the database?,Pathfinding Queries,buzzoverflow
Find all tags associated with questions asked by a user with more than 100000 reputation.,Pathfinding Queries,buzzoverflow
Which questions have not been answered and have a creation date before 2020?,Pathfinding Queries,buzzoverflow
List the top 5 questions with the highest score that were also answered.,Pathfinding Queries,buzzoverflow
Which users have asked questions that have both upVotes and downVotes?,Pathfinding Queries,buzzoverflow
How many questions has each user asked? List top 5 users by question count.,Pathfinding Queries,buzzoverflow
What are the links to the questions asked by users with a display name starting with 'Alex'?,Pathfinding Queries,buzzoverflow
List all users who have asked a question about 'apollo-server-lambda'.,Pathfinding Queries,buzzoverflow
Which tags are associated with questions that have a score less than -5?,Pathfinding Queries,buzzoverflow
How many users have asked more than 3 questions?,Pathfinding Queries,buzzoverflow
What are the titles of the questions that have been answered and have no favorites?,Pathfinding Queries,buzzoverflow
Which questions were asked most recently by users with an image link containing 'googleusercontent'?,Pathfinding Queries,buzzoverflow
Find questions with the title containing 'subscription' and list their associated tags.,Pathfinding Queries,buzzoverflow
List the dates when questions tagged with 'aws-lambda' were created.,Pathfinding Queries,buzzoverflow
Which users have the highest reputation among those who asked questions in June 2020?,Pathfinding Queries,buzzoverflow
What are the top 3 longest texts in questions on the platform?,Pathfinding Queries,buzzoverflow
Provide the titles and links of questions that have more than 2 tags.,Pathfinding Queries,buzzoverflow
List all tags for questions that were asked by the user with the lowest reputation.,Pathfinding Queries,buzzoverflow
Which questions received exactly 0 downVotes and were created in 2020?,Pathfinding Queries,buzzoverflow
What are the most common tags for questions that were answered?,Pathfinding Queries,buzzoverflow
List the top 5 questions based on the number of favorites they received.,Pathfinding Queries,buzzoverflow
Which users asked questions with a score of zero and have an image link?,Pathfinding Queries,buzzoverflow
What are the creation dates of questions that have not been answered and have more than 5 upVotes?,Pathfinding Queries,buzzoverflow
Find all questions tagged with 'graphql-subscriptions' and list their creation dates.,Pathfinding Queries,buzzoverflow
Which user links are associated with questions that have a negative score?,Pathfinding Queries,buzzoverflow
What are the titles of questions that were tagged with 'aws-lambda' and have more than 10 upVotes?,Pathfinding Queries,buzzoverflow
Provide the list of users who asked a question on the first day of any month.,Pathfinding Queries,buzzoverflow
Which questions have a link containing 'stackoverflow' and more than 1 favorite?,Pathfinding Queries,buzzoverflow
List the users who asked questions with a text containing 'mongodb' and the associated tags.,Pathfinding Queries,buzzoverflow
What are the most recent questions asked by users with no image link provided?,Pathfinding Queries,buzzoverflow
Provide details of questions with a score greater than 5 and tagged with 'graphql-js'.,Pathfinding Queries,buzzoverflow
Which users with a reputation over 50000 asked questions that were later answered?,Pathfinding Queries,buzzoverflow
List all questions asked by users whose display name ends with 'Le'.,Pathfinding Queries,buzzoverflow
Which questions have an 'Internal server error' mentioned in their text and were created before 2021?,Pathfinding Queries,buzzoverflow
Find the top 3 users by number of questions asked in 2020.,Pathfinding Queries,buzzoverflow
What are the titles of questions that have exactly 3 upVotes?,Pathfinding Queries,buzzoverflow
List all questions that were downvoted but have a score greater than zero.,Pathfinding Queries,buzzoverflow
Which questions tagged with 'apollo' have been asked by more than one user?,Pathfinding Queries,buzzoverflow
Provide the image links of users who asked questions about 'apollo-server-lambda'.,Pathfinding Queries,buzzoverflow
List the top 5 questions based on their createdAt dates that have not been answered.,Pathfinding Queries,buzzoverflow
Which tags are most commonly associated with questions having more than 10 upVotes?,Pathfinding Queries,buzzoverflow
How many users have asked questions that were tagged with 'graphql' and have a score of zero?,Pathfinding Queries,buzzoverflow
List the questions asked by users with display names containing 'Alex' and sort them by creation date.,Pathfinding Queries,buzzoverflow
What are the top 5 questions with the most downVotes?,Pathfinding Queries,buzzoverflow
Find all questions asked by users with a reputation less than 500.,Pathfinding Queries,buzzoverflow
Which questions tagged with 'aws-lambda' were created after 2019 and have downVotes?,Pathfinding Queries,buzzoverflow
List the questions with a link that includes 'apollo' and their corresponding tags.,Pathfinding Queries,buzzoverflow
How many questions have been asked by users with no upVotes and no downVotes?,Pathfinding Queries,buzzoverflow
What are the titles of the questions with a createdAt date on or after 2021-01-01 and less than 5 favorites?,Pathfinding Queries,buzzoverflow
Which users asked questions that have a link ending in '.com'?,Pathfinding Queries,buzzoverflow
List all tags associated with questions that have been answered and have a score less than zero.,Pathfinding Queries,buzzoverflow
Which questions have been tagged with 'graphql-js' and asked by users with a reputation over 100000?,Pathfinding Queries,buzzoverflow
List the top 3 questions by score that are also tagged with 'apollo-server-lambda'.,Pathfinding Queries,buzzoverflow
Which questions were asked by users who have an image link ending in '.com'?,Pathfinding Queries,buzzoverflow
Find all users who have asked questions that were tagged with 'graphql-subscriptions' and sort them by reputation.,Pathfinding Queries,buzzoverflow
What are the most common tags for questions asked by users with a reputation over 50000?,Pathfinding Queries,buzzoverflow
How many questions have been tagged with 'graphql' and have a negative score?,Pathfinding Queries,buzzoverflow
List the questions that were asked by users with a reputation exactly 420137.,Pathfinding Queries,buzzoverflow
Which users with a reputation over 100000 asked questions that have been answered?,Pathfinding Queries,buzzoverflow
List all questions with a score of 0 and their associated tags.,Pathfinding Queries,buzzoverflow
Which questions with more than 5 downVotes were asked by users with a reputation under 1000?,Pathfinding Queries,buzzoverflow
List the top 5 users by reputation who have asked questions tagged with 'apollo'.,Pathfinding Queries,buzzoverflow
Which questions have a text containing 'Internal server error' and have been tagged with 'graphql'?,Pathfinding Queries,buzzoverflow
Provide the titles and links of questions asked by users with a display name containing 'Le' and a reputation over 10000.,Pathfinding Queries,buzzoverflow
Which questions have a score of -1 and were asked by users with a display name starting with 'A'?,Pathfinding Queries,buzzoverflow
"List all questions that have been answered, have more than 5 favorites, and were asked in 2020.",Pathfinding Queries,buzzoverflow
What are the titles of questions that have a text containing 'error' and were asked by users with an image link?,Pathfinding Queries,buzzoverflow
Which questions tagged with 'aws-lambda' have a score greater than 0 and were asked by users with a reputation over 50000?,Pathfinding Queries,buzzoverflow
List the questions that have been tagged with 'aws-lambda' and have a creation date in 2020.,Pathfinding Queries,buzzoverflow
What are the most common tags for questions that have more than 5 downVotes?,Pathfinding Queries,buzzoverflow
Which questions have more than 10 favorites and were asked by users with a reputation less than 5000?,Pathfinding Queries,buzzoverflow
List all tags for questions that have a positive score and were asked by users with a reputation over 50000.,Pathfinding Queries,buzzoverflow
Which questions were asked by users with a display name containing 'Alexandre' and have more than 5 upVotes?,Pathfinding Queries,buzzoverflow
Provide the links to the top 5 questions asked by users with a reputation under 1000.,Pathfinding Queries,buzzoverflow
What are the creation dates of questions that have been answered and have a score greater than 10?,Pathfinding Queries,buzzoverflow
